price,Actual Price,area,status,bhk,bathroom,age,location,builder
64.99,6499000,1274,Under Construction,2,2,0,Manapakkam,Casagrand Builder Private Limited
135,13500000,2323,Under Construction,4,,0,Manapakkam,Casagrand Builder Private Limited
99.5,9950000,1914,Under Construction,3,3,0,Manapakkam,Casagrand Builder Private Limited
65.3,6530000,1280,Under Construction,2,,0,Manapakkam,Casagrand Builder Private Limited
67.7,6770000,1328,Under Construction,2,2,0,Manapakkam,Casagrand Builder Private Limited
138,13800000,2372,Under Construction,4,,0,Manapakkam,Casagrand Builder Private Limited
77.89,7789000,1528,Under Construction,3,2,0,Manapakkam,Casagrand Builder Private Limited
78.79,7879000,1530,Ready to move,3,,1,Ayanambakkam,Casagrand Builder Private Limited
82.3,8230000,1599,Ready to move,3,,1,Ayanambakkam,Casagrand Builder Private Limited
65.5,6550000,1472,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited
95.23,9523000,2140,Under Construction,4,,0,Medavakkam,Casagrand Builder Private Limited
37.15,3715000,835,Under Construction,2,,0,Medavakkam,Casagrand Builder Private Limited
58.47,5847000,1314,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited
79.25,7925000,1781,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited
79.74,7974000,1792,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited
74,7400000,1605,Ready to move,3,,1,Karapakkam,Casagrand Builder Private Limited
79.16,7916000,1616,Ready to move,3,2,1,Karapakkam,Casagrand Builder Private Limited
75,7500000,1626,Ready to move,3,,1,Karapakkam,Casagrand Builder Private Limited
122,12200000,1882,Under Construction,3,,0,Madipakkam,Jones Foundations
79.49,7949000,1223,Under Construction,2,,0,Madipakkam,Jones Foundations
84.24,8424000,1296,Under Construction,2,,0,Madipakkam,Jones Foundations
95.61,9561000,1471,Under Construction,3,,0,Madipakkam,Jones Foundations
117,11700000,1807,Under Construction,3,,0,Madipakkam,Jones Foundations
96,9600000,1477,Under Construction,3,,0,Madipakkam,Jones Foundations
121,12100000,1871,Under Construction,3,,0,Madipakkam,Jones Foundations
79.3,7930000,1220,Under Construction,2,,0,Madipakkam,Jones Foundations
126,12600000,1947,Under Construction,3,,0,Madipakkam,Jones Foundations
92.1,9210000,1417,Under Construction,3,,0,Madipakkam,Jones Foundations
78.84,7884000,1213,Under Construction,2,,0,Madipakkam,Jones Foundations
77.61,7761000,1194,Under Construction,2,,0,Madipakkam,Jones Foundations
124,12400000,1922,Under Construction,3,,0,Madipakkam,Jones Foundations
81.57,8157000,1255,Under Construction,2,,0,Madipakkam,Jones Foundations
82.48,8248000,1269,Under Construction,2,,0,Madipakkam,Jones Foundations
125,12500000,1925,Under Construction,3,,0,Madipakkam,Jones Foundations
99.32,9932000,1528,Under Construction,3,,0,Madipakkam,Jones Foundations
90.74,9074000,1396,Under Construction,3,2,0,Madipakkam,Jones Foundations
91,9100000,1400,Under Construction,3,,0,Madipakkam,Jones Foundations
32.62,3262000,989,Ready to move,2,2,1,Perumbakkam,Plaza Group
33.31,3331000,1010,Ready to move,2,,1,Perumbakkam,Plaza Group
38.33,3833000,1162,Ready to move,3,,1,Perumbakkam,Plaza Group
45.92,4592000,1392,Ready to move,3,,1,Perumbakkam,Plaza Group
21.04,2104000,638,Ready to move,1,,1,Perumbakkam,Plaza Group
20.68,2068000,627,Ready to move,1,,1,Perumbakkam,Plaza Group
59.56,5956000,1083,Under Construction,2,,0,Medavakkam,EK Realtors
51.59,5159000,938,Under Construction,2,,0,Medavakkam,EK Realtors
53.62,5362000,975,Under Construction,2,,0,Medavakkam,EK Realtors
87.45,8745000,1590,Under Construction,3,,0,Medavakkam,EK Realtors
53.57,5357000,974,Under Construction,2,,0,Medavakkam,EK Realtors
87.72,8772000,1595,Under Construction,3,,0,Medavakkam,EK Realtors
55.82,5582000,1015,Under Construction,2,,0,Medavakkam,EK Realtors
80.68,8068000,1467,Under Construction,3,,0,Medavakkam,EK Realtors
191,19100000,1235,Under Construction,3,,0,Anna Nagar,Kamalam Builder Pvt Ltd
57.12,5712000,985,Under Construction,2,,0,Medavakkam,The Nest Builder
57.41,5741000,990,Under Construction,2,,0,Medavakkam,The Nest Builder
62.91,6291000,1085,Under Construction,2,,0,Medavakkam,The Nest Builder
56.25,5625000,970,Under Construction,2,,0,Medavakkam,The Nest Builder
56.83,5683000,980,Under Construction,2,,0,Medavakkam,The Nest Builder
30.99,3099000,638,Ready to move,2,,1,Chromepet,Doshi Housing
59.22,5922000,1245,Ready to move,3,,1,Chromepet,Doshi Housing
43.47,4347000,895,Ready to move,2,,1,Chromepet,Doshi Housing
61.55,6155000,1294,Ready to move,3,,1,Chromepet,Doshi Housing
58.32,5832000,1226,Ready to move,3,,1,Chromepet,Doshi Housing
49.79,4979000,1025,Ready to move,2,,1,Chromepet,Doshi Housing
46.83,4683000,964,Ready to move,2,,1,Chromepet,Doshi Housing
58.84,5884000,1237,Ready to move,3,,1,Chromepet,Doshi Housing
69.92,6992000,1470,Ready to move,3,3,1,Chromepet,Doshi Housing
44.64,4464000,919,Ready to move,2,2,1,Chromepet,Doshi Housing
63.88,6388000,1343,Ready to move,3,,1,Chromepet,Doshi Housing
60.74,6074000,1277,Ready to move,3,,1,Chromepet,Doshi Housing
44.59,4459000,918,Ready to move,2,,1,Chromepet,Doshi Housing
45.9,4590000,945,Ready to move,2,,1,Chromepet,Doshi Housing
31.38,3138000,646,Ready to move,2,,1,Chromepet,Doshi Housing
59.98,5998000,1261,Ready to move,3,3,1,Chromepet,Doshi Housing
63.22,6322000,1329,Ready to move,3,3,1,Chromepet,Doshi Housing
56.98,5698000,1198,Ready to move,3,3,1,Chromepet,Doshi Housing
47.65,4765000,981,Ready to move,2,,1,Chromepet,Doshi Housing
84.88,8488000,1307,Ready to move,3,,3,Karapakkam,Doshi Housing
33.77,3377000,538,Ready to move,1,,3,Karapakkam,Doshi Housing
85.34,8534000,1314,Ready to move,3,,3,Karapakkam,Doshi Housing
66.7,6670000,1027,Ready to move,2,,3,Karapakkam,Doshi Housing
88.2,8820000,1358,Ready to move,3,,3,Karapakkam,Doshi Housing
66.5,6650000,1024,Ready to move,2,,3,Karapakkam,Doshi Housing
174,17400000,2686,Ready to move,4,,3,Karapakkam,Doshi Housing
101,10100000,1561,Ready to move,3,,3,Karapakkam,Doshi Housing
84.17,8417000,1296,Ready to move,3,,3,Karapakkam,Doshi Housing
101,10100000,1566,Ready to move,3,,3,Karapakkam,Doshi Housing
118,11800000,1829,Ready to move,3,,3,Karapakkam,Doshi Housing
101,10100000,1564,Ready to move,3,,3,Karapakkam,Doshi Housing
87.55,8755000,1348,Ready to move,3,,3,Karapakkam,Doshi Housing
126,12600000,1944,Ready to move,3,,3,Karapakkam,Doshi Housing
171,17100000,2640,Ready to move,4,,3,Karapakkam,Doshi Housing
34.46,3446000,549,Ready to move,1,,3,Karapakkam,Doshi Housing
170,17000000,2630,Ready to move,4,,3,Karapakkam,Doshi Housing
169,16900000,2616,Ready to move,4,,3,Karapakkam,Doshi Housing
103,10300000,1599,Ready to move,3,,3,Karapakkam,Doshi Housing
80.09,8009000,1045,Under Construction,2,,0,East Tambaram,The Nest Builder
47.19,4719000,640,Under Construction,1,,0,East Tambaram,The Nest Builder
82.21,8221000,1075,Under Construction,2,,0,East Tambaram,The Nest Builder
69.1,6910000,890,Under Construction,2,,0,East Tambaram,The Nest Builder
85.05,8505000,1115,Under Construction,2,,0,East Tambaram,The Nest Builder
74.42,7442000,965,Under Construction,2,,0,East Tambaram,The Nest Builder
115,11500000,1290,Under Construction,3,,0,East Tambaram,The Nest Builder
91.2,9120000,1010,Under Construction,2,,0,East Tambaram,The Nest Builder
76.9,7690000,1000,Under Construction,2,,0,East Tambaram,The Nest Builder
114,11400000,1275,Under Construction,3,,0,East Tambaram,The Nest Builder
118,11800000,1315,Under Construction,3,,0,East Tambaram,The Nest Builder
120,12000000,1320,Under Construction,3,,0,East Tambaram,The Nest Builder
115,11500000,1290,Under Construction,3,,0,East Tambaram,The Nest Builder
91.2,9120000,1010,Under Construction,2,,0,East Tambaram,The Nest Builder
63.18,6318000,1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
63.18,6318000,1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
54.81,5481000,877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
54.81,5481000,877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
62.75,6275000,1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
63.18,6318000,1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
62.75,6275000,1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
54.81,5481000,877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
63.18,6318000,1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
57.87,5787000,926,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
54.81,5481000,877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
57.87,5787000,926,Under Construction,2,,0,Sholinganallur,Grandstyle constructions
115,11500000,1385,Ready to move,3,,1,Sembakkam,The Nest Builder
110,11000000,1320,Ready to move,3,,1,Sembakkam,The Nest Builder
88.73,8873000,1050,Ready to move,2,,1,Sembakkam,The Nest Builder
82.87,8287000,975,Ready to move,2,,1,Sembakkam,The Nest Builder
47.07,4707000,585,Ready to move,1,,1,Sembakkam,The Nest Builder
86.78,8678000,1025,Ready to move,2,,1,Sembakkam,The Nest Builder
124,12400000,1500,Ready to move,3,,1,Sembakkam,The Nest Builder
12.83,1283000,391,Under Construction,1,,0,Thandalam,Baashyaam Group
21,2100000,667,Under Construction,2,,0,Thandalam,Baashyaam Group
20.97,2097000,666,Under Construction,2,,0,Thandalam,Baashyaam Group
20.77,2077000,659,Under Construction,2,,0,Thandalam,Baashyaam Group
12.89,1289000,394,Under Construction,1,,0,Thandalam,Baashyaam Group
22.19,2219000,707,Under Construction,2,,0,Thandalam,Baashyaam Group
21.21,2121000,674,Under Construction,2,,0,Thandalam,Baashyaam Group
84.13,8413000,1325,Under Construction,2,,0,Medavakkam,Krishna Constructions
84.13,8413000,1325,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.34,7334000,1155,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.34,7334000,1155,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.21,7321000,1153,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.21,7321000,1153,Under Construction,2,,0,Medavakkam,Krishna Constructions
98.42,9842000,1550,Under Construction,3,3,0,Medavakkam,Krishna Constructions
98.42,9842000,1550,Under Construction,3,3,0,Medavakkam,Krishna Constructions
83.69,8369000,1318,Under Construction,2,,0,Medavakkam,Krishna Constructions
83.69,8369000,1318,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.46,7346000,1157,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.46,7346000,1157,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.4,7340000,1156,Under Construction,2,,0,Medavakkam,Krishna Constructions
73.4,7340000,1156,Under Construction,2,,0,Medavakkam,Krishna Constructions
99.06,9906000,1560,Under Construction,3,,0,Medavakkam,Krishna Constructions
99.06,9906000,1560,Under Construction,3,,0,Medavakkam,Krishna Constructions
84.96,8496000,1338,Under Construction,2,,0,Medavakkam,Krishna Constructions
84.96,8496000,1338,Under Construction,2,,0,Medavakkam,Krishna Constructions
58.43,5843000,1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
54.81,5481000,1044,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
54.96,5496000,1047,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
58.43,5843000,1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
54.81,5481000,1044,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
54.96,5496000,1047,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
54.81,5481000,1044,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
50.76,5076000,967,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
50.76,5076000,967,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
58.9,5890000,1122,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
58.9,5890000,1122,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
57.01,5701000,1086,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
57.01,5701000,1086,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd
72.63,7263000,1089,Ready to move,2,,4,Madipakkam,Ramaniyam Real Estate Builders
74.25,7425000,1114,Ready to move,2,2,4,Madipakkam,Ramaniyam Real Estate Builders
92.56,9256000,1420,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders
96.94,9694000,1491,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders
93.47,9347000,1435,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders
85.28,8528000,1303,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders
33,3300000,601,Ready to move,1,,3,Ambattur,Dugar Housing Builders
66.82,6682000,1310,Under Construction,3,,0,Sithalapakkam,The Nest Builder
64.08,6408000,1250,Under Construction,3,,0,Sithalapakkam,The Nest Builder
54.14,5414000,1050,Under Construction,2,,0,Sithalapakkam,The Nest Builder
69.33,6933000,1365,Under Construction,3,,0,Sithalapakkam,The Nest Builder
39.49,3949000,800,Under Construction,2,,0,Sithalapakkam,The Nest Builder
53.45,5345000,1035,Under Construction,2,,0,Sithalapakkam,The Nest Builder
29.72,2972000,625,Under Construction,1,,0,Sithalapakkam,The Nest Builder
71.39,7139000,1410,Under Construction,3,,0,Sithalapakkam,The Nest Builder
31.28,3128000,660,Under Construction,1,,0,Sithalapakkam,The Nest Builder
55.74,5574000,1085,Under Construction,2,,0,Sithalapakkam,The Nest Builder
65.45,6545000,1280,Under Construction,2,,0,Sithalapakkam,The Nest Builder
29.27,2927000,615,Under Construction,1,,0,Sithalapakkam,The Nest Builder
54.59,5459000,1060,Under Construction,2,,0,Sithalapakkam,The Nest Builder
52.54,5254000,1015,Under Construction,2,,0,Sithalapakkam,The Nest Builder
30.61,3061000,645,Under Construction,1,,0,Sithalapakkam,The Nest Builder
54.82,5482000,1065,Under Construction,2,,0,Sithalapakkam,The Nest Builder
221,22100000,1250,Under Construction,3,,0,Anna Nagar,India Builders Limited
47.38,4738000,1030,Ready to move,2,,3,Kolapakkam,Ram
47.15,4715000,1025,Ready to move,2,,3,Kolapakkam,Ram
42.55,4255000,925,Ready to move,2,,3,Kolapakkam,Ram
44.39,4439000,965,Ready to move,2,,3,Kolapakkam,Ram
50.6,5060000,1100,Ready to move,2,,3,Kolapakkam,Ram
42.78,4278000,930,Ready to move,2,,3,Kolapakkam,Ram
45.54,4554000,990,Ready to move,2,,3,Kolapakkam,Ram
55.79,5579000,1213,Ready to move,3,,3,Kolapakkam,Ram
49.91,4991000,1085,Ready to move,2,,3,Kolapakkam,Ram
46.92,4692000,1020,Ready to move,2,,3,Kolapakkam,Ram
48.99,4899000,1065,Ready to move,2,,3,Kolapakkam,Ram
33.29,3329000,1009,Under Construction,2,,0,Thaiyur,Shatapatri Estates Pvt Ltd
39.5,3950000,1197,Under Construction,3,,0,Thaiyur,Shatapatri Estates Pvt Ltd
33.42,3342000,1013,Under Construction,2,,0,Thaiyur,Shatapatri Estates Pvt Ltd
72.2,7220000,1313,Ready to move,2,,1,Thoraipakkam OMR,Shri Raman Developers
49.05,4905000,892,Ready to move,2,,1,Thoraipakkam OMR,Shri Raman Developers
64.77,6477000,1178,Ready to move,2,,1,Thoraipakkam OMR,Shri Raman Developers
32.3,3230000,718,Under Construction,2,,0,Poonamallee,Sri Hari Developers
38.6,3860000,858,Under Construction,2,,0,Poonamallee,Sri Hari Developers
33.42,3342000,743,Under Construction,2,,0,Poonamallee,Sri Hari Developers
38.96,3896000,866,Under Construction,2,,0,Poonamallee,Sri Hari Developers
42.28,4228000,588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
73.82,7382000,1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers
73.82,7382000,1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers
42.28,4228000,588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
42.28,4228000,588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
73.82,7382000,1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers
73.82,7382000,1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers
71.08,7108000,1021,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
71.08,7108000,1021,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers
108,10800000,1564,Under Construction,3,,0,Pallavaram,Radiance Realty Developers
108,10800000,1564,Under Construction,3,,0,Pallavaram,Radiance Realty Developers
94.51,9451000,1400,Under Construction,3,2,0,Pallavaram,Radiance Realty Developers
94.51,9451000,1400,Under Construction,3,2,0,Pallavaram,Radiance Realty Developers
51.24,5124000,1046,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
51.24,5124000,1046,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
76.86,7686000,1569,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
76.86,7686000,1569,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
51.24,5124000,1046,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
51.24,5124000,1046,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
76.86,7686000,1569,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
76.86,7686000,1569,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
64.17,6417000,1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
64.17,6417000,1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
51.73,5173000,1056,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
51.73,5173000,1056,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
51.58,5158000,1053,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
51.58,5158000,1053,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
69.66,6966000,1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
69.66,6966000,1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
48.69,4869000,994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
48.69,4869000,994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
48.59,4859000,992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
48.59,4859000,992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
63.34,6334000,1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
63.34,6334000,1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
76.47,7647000,1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
76.47,7647000,1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
63.83,6383000,1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
63.83,6383000,1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
57.41,5741000,1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
57.41,5741000,1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
48.74,4874000,995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
48.74,4874000,995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
81.71,8171000,1668,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
81.71,8171000,1668,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
72.01,7201000,1470,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
72.01,7201000,1470,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
62.31,6231000,1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
62.31,6231000,1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
82,8200000,1674,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
82,8200000,1674,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
75.54,7554000,1542,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
75.54,7554000,1542,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
62.7,6270000,1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers
62.7,6270000,1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers
63,6300000,1286,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
63,6300000,1286,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
74.56,7456000,1522,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
74.56,7456000,1522,Under Construction,3,,0,Madhavaram,Radiance Realty Developers
49.43,4943000,1009,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
49.43,4943000,1009,Under Construction,2,,0,Madhavaram,Radiance Realty Developers
67.32,6732000,1030,Ready to move,2,,1,Selaiyur,Global Homes
67.32,6732000,1030,Ready to move,2,,1,Selaiyur,Global Homes
79.71,7971000,1226,Ready to move,3,,1,Selaiyur,Global Homes
79.71,7971000,1226,Ready to move,3,,1,Selaiyur,Global Homes
67.32,6732000,1030,Ready to move,2,,1,Selaiyur,Global Homes
67.32,6732000,1030,Ready to move,2,,1,Selaiyur,Global Homes
79.71,7971000,1226,Ready to move,3,,1,Selaiyur,Global Homes
79.71,7971000,1226,Ready to move,3,,1,Selaiyur,Global Homes
50.21,5021000,1152,Ready to move,2,3,1,Padur,Pacifica Companies
50.08,5008000,1149,Ready to move,2,,1,Padur,Pacifica Companies
50.08,5008000,1149,Ready to move,2,,1,Padur,Pacifica Companies
49.99,4999000,1147,Ready to move,2,1,1,Padur,Pacifica Companies
49.99,4999000,1147,Ready to move,2,1,1,Padur,Pacifica Companies
59.33,5933000,1361,Ready to move,2,1,1,Padur,Pacifica Companies
59.33,5933000,1361,Ready to move,2,1,1,Padur,Pacifica Companies
56.46,5646000,1295,Ready to move,2,1,1,Padur,Pacifica Companies
56.46,5646000,1295,Ready to move,2,1,1,Padur,Pacifica Companies
54.96,5496000,1261,Ready to move,2,1,1,Padur,Pacifica Companies
54.96,5496000,1261,Ready to move,2,1,1,Padur,Pacifica Companies
59.16,5916000,1357,Ready to move,2,,1,Padur,Pacifica Companies
59.16,5916000,1357,Ready to move,2,,1,Padur,Pacifica Companies
55.24,5524000,1267,Ready to move,2,,1,Padur,Pacifica Companies
55.24,5524000,1267,Ready to move,2,,1,Padur,Pacifica Companies
55.14,5514000,1265,Ready to move,2,3,1,Padur,Pacifica Companies
55.14,5514000,1265,Ready to move,2,3,1,Padur,Pacifica Companies
55.05,5505000,1263,Ready to move,2,,1,Padur,Pacifica Companies
55.05,5505000,1263,Ready to move,2,,1,Padur,Pacifica Companies
65.8,6580000,1535,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
39.75,3975000,885,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
70.4,7040000,1650,Under Construction,3,,0,Perumbakkam,BSCPL Infrastructure Ltd
56.98,5698000,1315,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
47.68,4768000,1080,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd
278,27800000,1652,Ready to move,3,,1,Adyar,Khurinji Homes
274,27400000,1627,Ready to move,3,,1,Adyar,Khurinji Homes
62.09,6209000,910,Ready to move,2,,2,Gowrivakkam,The Nest Builder
85.25,8525000,1270,Ready to move,3,,2,Gowrivakkam,The Nest Builder
51.44,5144000,973,Under Construction,2,2,0,Perumbakkam,Saradeuz Realty Constructions
54.52,5452000,806,Ready to move,2,,1,East Tambaram,VGK Builders Pvt Ltd
49.77,4977000,734,Ready to move,2,,1,East Tambaram,VGK Builders Pvt Ltd
59.4,5940000,882,Ready to move,2,,1,East Tambaram,VGK Builders Pvt Ltd
87.27,8727000,1106,Under Construction,3,,0,East Tambaram,VGK Builders Pvt Ltd
105,10500000,1360,Under Construction,4,,0,East Tambaram,VGK Builders Pvt Ltd
71.68,7168000,893,Under Construction,2,,0,East Tambaram,VGK Builders Pvt Ltd
70.44,7044000,876,Under Construction,2,,0,East Tambaram,VGK Builders Pvt Ltd
65.97,6597000,1115,Under Construction,2,,0,Madambakkam,VGK Builders Pvt Ltd
59.17,5917000,992,Under Construction,2,,0,Madambakkam,VGK Builders Pvt Ltd
57.34,5734000,958,Under Construction,2,,0,Madambakkam,VGK Builders Pvt Ltd
58.64,5864000,982,Under Construction,2,,0,Madambakkam,VGK Builders Pvt Ltd
58.69,5869000,981,Under Construction,2,,0,Madambakkam,VGK Builders Pvt Ltd
38.61,3861000,990,Under Construction,3,,0,Chromepet,Amarprakash Developers Pvt Ltd
35.45,3545000,909,Under Construction,3,,0,Chromepet,Amarprakash Developers Pvt Ltd
35.52,3552000,911,Under Construction,3,,0,Chromepet,Amarprakash Developers Pvt Ltd
25.15,2515000,645,Under Construction,2,,0,Chromepet,Amarprakash Developers Pvt Ltd
